"Sport","Game_Type","Entry_Key","Entry","Contest_Key","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"NHL","Classic",3001710171,"NHL $100 Dime Time [Just $0.10!] (Turbo)",119630592,"2021-11-30 20:00:00",586,102.9,"$0.00","$0.00",1107,"$0.10","$100.00",277
"NBA","Classic",3000554099,"NBA $2K Quarter Jukebox [Just $0.25!] (Night) (1/2)",119488858,"2021-11-29 21:00:00",901,274.75,"$0.75","$0.00",9512,"$0.25","$2,000.00",2266
"NBA","Classic",3000562903,"NBA $2K Quarter Jukebox [Just $0.25!] (Night) (2/2)",119488858,"2021-11-29 21:00:00",1892,261.5,"$0.50","$0.00",9512,"$0.25","$2,000.00",2266
"NBA","Classic",2998808201,"NBA $8K Quarter Jukebox (3/6)",119488762,"2021-11-29 19:00:00",1806,311.75,"$0.75","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",3000114426,"NBA $8K Quarter Jukebox (6/6)",119488762,"2021-11-29 19:00:00",2341,309,"$0.75","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2998453845,"NBA $8K Quarter Jukebox (1/6)",119488762,"2021-11-29 19:00:00",4291,299,"$0.50","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2999735556,"NBA $8K Quarter Jukebox (5/6)",119488762,"2021-11-29 19:00:00",8075,286.25,"$0.50","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2998808200,"NBA $8K Quarter Jukebox (2/6)",119488762,"2021-11-29 19:00:00",8400,285.25,"$0.50","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2999735555,"NBA $8K Quarter Jukebox (4/6)",119488762,"2021-11-29 19:00:00",10031,281.5,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2998714818,"Casual NBA $1 50-50",119489534,"2021-11-29 19:00:00",4,264.25,"$1.80","$0.00",10,"$1.00","$9.00",5
"NBA","Classic",2999723182,"Casual NBA $1 50-50",119524277,"2021-11-29 19:00:00",3,283.25,"$1.80","$0.00",10,"$1.00","$9.00",5
"NBA","Classic",2997403486,"NBA $4K Quarter Jukebox [Just $0.25!] (1/2)",119376853,"2021-11-28 18:00:00",9423,236.25,"$0.00","$0.00",19024,"$0.25","$4,000.00",4556
"NBA","Classic",2997424079,"NBA $4K Quarter Jukebox [Just $0.25!] (2/2)",119376853,"2021-11-28 18:00:00",9423,236.25,"$0.00","$0.00",19024,"$0.25","$4,000.00",4556
"NHL","Tiers",2998105365,"NHL Tiers $100 Dime Time [Just $0.10!] (3/4)",119504762,"2021-11-28 19:00:00",52,137.8,"$0.40","$0.00",769,"$0.10","$100.00",277
"NHL","Tiers",2998096129,"NHL Tiers $100 Dime Time [Just $0.10!] (1/4)",119504762,"2021-11-28 19:00:00",93,130.9,"$0.30","$0.00",769,"$0.10","$100.00",277
"NHL","Tiers",2998101721,"NHL Tiers $100 Dime Time [Just $0.10!] (2/4)",119504762,"2021-11-28 19:00:00",93,130.9,"$0.30","$0.00",769,"$0.10","$100.00",277
"NHL","Tiers",2998121472,"NHL Tiers $100 Dime Time [Just $0.10!] (4/4)",119504762,"2021-11-28 19:00:00",111,124.6,"$0.30","$0.00",769,"$0.10","$100.00",277
"NBA","Classic",2994026153,"NBA $1.5K Quarter Jukebox [Just $0.25!] (Early)",119376829,"2021-11-28 15:30:00",272,257.75,"$0.75","$0.00",7134,"$0.25","$1,500.00",1706
"NBA","Classic",2993963989,"NBA $2K Quarter Jukebox [Just $0.25!] (Night)",119318697,"2021-11-27 20:30:00",2571,249.25,"$0.00","$0.00",9512,"$0.25","$2,000.00",2266
"NBA","Classic",2989961705,"NBA $8K Quarter Jukebox (4/6)",119175523,"2021-11-26 19:00:00",3750,277.75,"$0.50","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2989980653,"NBA $8K Quarter Jukebox (6/6)",119175523,"2021-11-26 19:00:00",4143,276.5,"$0.50","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2989955259,"NBA $8K Quarter Jukebox (1/6)",119175523,"2021-11-26 19:00:00",21495,235.5,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2989971644,"NBA $8K Quarter Jukebox (5/6)",119175523,"2021-11-26 19:00:00",29933,216.25,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2989955369,"NBA $8K Quarter Jukebox (2/6)",119175523,"2021-11-26 19:00:00",33023,206,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2989961695,"NBA $8K Quarter Jukebox (3/6)",119175523,"2021-11-26 19:00:00",33800,202.25,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2991855181,"Casual NBA $1 50-50",119290444,"2021-11-26 19:00:00",5,241.75,"$1.80","$0.00",10,"$1.00","$9.00",5
"NBA","Showdown Captain Mode",2992349926,"NBA Showdown $3K Quarter Jukebox [Just $0.25!] (SAC vs LAL)",119175712,"2021-11-26 22:30:00",326,309.5,"$0.95","$0.00",14019,"$0.25","$3,000.00",3419
"NBA","Classic",2992318096,"NBA $3K Quarter Jukebox [Just $0.25!] (Night) (3/3)",119175627,"2021-11-26 22:00:00",2481,285,"$0.50","$0.00",14268,"$0.25","$3,000.00",3419
"NBA","Classic",2992116548,"NBA $3K Quarter Jukebox [Just $0.25!] (Night) (1/3)",119175627,"2021-11-26 22:00:00",10407,243.5,"$0.00","$0.00",14268,"$0.25","$3,000.00",3419
"NBA","Classic",2992278614,"NBA $3K Quarter Jukebox [Just $0.25!] (Night) (2/3)",119175627,"2021-11-26 22:00:00",12824,223.5,"$0.00","$0.00",14268,"$0.25","$3,000.00",3419
"NBA","Classic",2992124152,"NBA $300 Quarter Jukebox [Just $0.25!]  (Turbo)",119321054,"2021-11-26 21:00:00",590,225.25,"$0.00","$0.00",1426,"$0.25","$300.00",329
"NHL","Classic",2987544976,"NHL $100 Dime Time [Just $0.10!] (Late)",119204819,"2021-11-24 22:00:00",517,128.8,"$0.00","$0.00",1189,"$0.10","$100.00",277
"NBA","Classic",2987475498,"NBA $2K Quarter Jukebox [Just $0.25!] (Night)",119083643,"2021-11-24 22:00:00",4945,221.5,"$0.00","$0.00",9512,"$0.25","$2,000.00",2266
"NBA","Classic",2987568224,"NBA $750 Quarter Jukebox [Just $0.25!]  (Night)",119202075,"2021-11-24 22:00:00",1528,230.5,"$0.00","$0.00",3567,"$0.25","$750.00",812
"NBA","Classic",2987691359,"NBA $500 Quarter Jukebox [Just $0.25!] (Night) (1/2)",119211681,"2021-11-24 22:00:00",992,230.5,"$0.00","$0.00",2365,"$0.25","$500.00",536
"NBA","Classic",2987691360,"NBA $500 Quarter Jukebox [Just $0.25!] (Night) (2/2)",119211681,"2021-11-24 22:00:00",1318,221.5,"$0.00","$0.00",2365,"$0.25","$500.00",536
"NBA","Classic",2986832628,"NBA $8K Quarter Jukebox (6/6)",119083553,"2021-11-24 19:00:00",3014,293,"$0.75","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2986809036,"NBA $8K Quarter Jukebox (1/6)",119083553,"2021-11-24 19:00:00",8594,274.25,"$0.50","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2986809300,"NBA $8K Quarter Jukebox (2/6)",119083553,"2021-11-24 19:00:00",17862,254.75,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2986826226,"NBA $8K Quarter Jukebox (5/6)",119083553,"2021-11-24 19:00:00",17862,254.75,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2986816695,"NBA $8K Quarter Jukebox (3/6)",119083553,"2021-11-24 19:00:00",21532,247.5,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2986826175,"NBA $8K Quarter Jukebox (4/6)",119083553,"2021-11-24 19:00:00",25408,239,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2986826451,"Casual NBA $1 50-50",119107003,"2021-11-24 19:00:00",8,217.25,"$0.00","$0.00",10,"$1.00","$9.00",5
"NBA","Classic",2987349657,"NBA $400 Quarter Jukebox [Just $0.25!] (Turbo) (1/3)",119155539,"2021-11-24 20:00:00",450,265.75,"$0.00","$0.00",1902,"$0.25","$400.00",442
"NBA","Classic",2987372477,"NBA $400 Quarter Jukebox [Just $0.25!] (Turbo) (3/3)",119155539,"2021-11-24 20:00:00",450,265.75,"$0.00","$0.00",1902,"$0.25","$400.00",442
"NBA","Classic",2987358313,"NBA $400 Quarter Jukebox [Just $0.25!] (Turbo) (2/3)",119155539,"2021-11-24 20:00:00",1006,242,"$0.00","$0.00",1902,"$0.25","$400.00",442
"NBA","Classic",2985670031,"NBA $8K Quarter Jukebox",119007946,"2021-11-23 19:00:00",17728,228.75,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2985390349,"Casual NBA $1 50-50",119039523,"2021-11-23 19:00:00",7,218.75,"$0.00","$0.00",10,"$1.00","$9.00",5
"NHL","Classic",2983538899,"NHL $1.5K Quarter Jukebox [Just $0.25!]",118942170,"2021-11-22 19:00:00",4653,82.1,"$0.00","$0.00",6962,"$0.25","$1,500.00",1706
"NBA","Classic",2983386503,"NBA $8K Quarter Jukebox (2/4)",118934974,"2021-11-22 19:00:00",15908,243.5,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2983409183,"NBA $8K Quarter Jukebox (3/4)",118934974,"2021-11-22 19:00:00",20012,236,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2983409184,"NBA $8K Quarter Jukebox (4/4)",118934974,"2021-11-22 19:00:00",20012,236,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2983386502,"NBA $8K Quarter Jukebox (1/4)",118934974,"2021-11-22 19:00:00",30425,213.25,"$0.00","$0.00",38049,"$0.25","$8,000.00",9115
"NBA","Classic",2983400336,"Casual NBA $1 50-50",118936912,"2021-11-22 19:00:00",2,249,"$1.80","$0.00",10,"$1.00","$9.00",5
"NBA","Classic",2984496090,"NBA $50 Quarter Jukebox [Just $0.25!] (Night) (1/2)",119024810,"2021-11-22 21:00:00",18,294,"$0.63","$0.00",237,"$0.25","$50.00",55
"NBA","Classic",2984497025,"NBA $50 Quarter Jukebox [Just $0.25!] (Night) (2/2)",119024810,"2021-11-22 21:00:00",18,294,"$0.63","$0.00",237,"$0.25","$50.00",55
"NBA","Classic",2984497089,"NBA $50 Quarter Jukebox [Just $0.25!] (Night)",119025007,"2021-11-22 21:00:00",14,294,"$1.00","$0.00",237,"$0.25","$50.00",55
"NBA","Classic",2984193879,"NBA $75 Quarter Jukebox [Just $0.25!] (Turbo)",119015943,"2021-11-22 19:30:00",61,237.5,"$0.50","$0.00",356,"$0.25","$75.00",83
"NBA","Classic",2984207094,"NBA $20 Quarter Jukebox [Just $0.25!] (Turbo) (1/2)",119017819,"2021-11-22 19:30:00",11,237.5,"$0.50","$0.00",79,"$0.25","$20.00",21
"NBA","Classic",2984231251,"NBA $20 Quarter Jukebox [Just $0.25!] (Turbo) (2/2)",119017819,"2021-11-22 19:30:00",11,237.5,"$0.50","$0.00",79,"$0.25","$20.00",21
"NHL","Tiers",2981917594,"NHL Tiers $100 Dime Time [Just $0.10!] (1/2)",118941876,"2021-11-21 19:00:00",22,88.1,"$0.45","$0.00",683,"$0.10","$100.00",277
"NHL","Tiers",2981917672,"NHL Tiers $100 Dime Time [Just $0.10!] (2/2)",118941876,"2021-11-21 19:00:00",22,88.1,"$0.45","$0.00",683,"$0.10","$100.00",277
"NBA","Classic",2981856027,"NBA $2K Quarter Jukebox [Just $0.25!] (Night)",118811927,"2021-11-21 20:00:00",5956,207,"$0.00","$0.00",9512,"$0.25","$2,000.00",2266
"NBA","Classic",2978305373,"NBA $5K Quarter Jukebox [Just $0.25!] (1/3)",118811886,"2021-11-21 18:00:00",12481,229.25,"$0.00","$0.00",23781,"$0.25","$5,000.00",5705
"NBA","Classic",2981293302,"NBA $5K Quarter Jukebox [Just $0.25!] (2/3)",118811886,"2021-11-21 18:00:00",19935,202.5,"$0.00","$0.00",23781,"$0.25","$5,000.00",5705
"NBA","Classic",2981335682,"NBA $5K Quarter Jukebox [Just $0.25!] (3/3)",118811886,"2021-11-21 18:00:00",20704,197.75,"$0.00","$0.00",23781,"$0.25","$5,000.00",5705
"NBA","Classic",2977866096,"NBA $3K Quarter Jukebox [Just $0.25!] (Night) (2/2)",118744300,"2021-11-20 22:00:00",615,270.5,"$0.75","$0.00",14268,"$0.25","$3,000.00",3419
"NBA","Classic",2977544091,"NBA $3K Quarter Jukebox [Just $0.25!] (Night) (1/2)",118744300,"2021-11-20 22:00:00",1233,265.75,"$0.75","$0.00",14268,"$0.25","$3,000.00",3419
"NBA","Classic",2977289990,"NBA $6K Quarter Jukebox [Just $0.25!] (1/3)",118744209,"2021-11-20 19:00:00",2333,274.25,"$0.75","$0.00",28537,"$0.25","$6,000.00",6840
"NBA","Classic",2977289991,"NBA $6K Quarter Jukebox [Just $0.25!] (2/3)",118744209,"2021-11-20 19:00:00",3319,269,"$0.50","$0.00",28537,"$0.25","$6,000.00",6840
"NBA","Classic",2977289992,"NBA $6K Quarter Jukebox [Just $0.25!] (3/3)",118744209,"2021-11-20 19:00:00",4229,265.25,"$0.50","$0.00",28537,"$0.25","$6,000.00",6840
"NBA","Classic",2977105985,"Casual NBA $1 50-50",118769330,"2021-11-20 19:00:00",3,265.25,"$1.80","$0.00",10,"$1.00","$9.00",5
